user_id,signup_date,segment
USR-0812,2025-03-18,Startup
USR-0813,2025-04-26,Startup
USR-0814,2025-08-23,Startup
USR-0815,2025-08-15,Startup
USR-0816,2025-05-02,Growth
USR-0817,2025-03-27,Enterprise
USR-0818,2025-01-10,Startup
USR-0819,2025-12-23,Startup
USR-0820,2025-11-08,Growth
USR-0821,2025-03-16,Growth
USR-0822,2025-12-08,Startup
USR-0823,2025-10-31,Startup
USR-0824,2025-07-23,Startup
USR-0825,2025-09-22,Startup
USR-0826,2025-03-29,Startup
USR-0827,2025-11-01,Growth
USR-0828,2025-04-07,Startup
USR-0829,2025-04-03,Startup
USR-0830,2025-03-05,Startup
USR-0831,2025-04-14,Enterprise
USR-0832,2025-11-20,Startup
USR-0833,2025-12-24,Startup
USR-0834,2025-08-07,Startup
USR-0835,2025-01-13,Startup
USR-0836,2025-06-19,Startup
USR-0837,2025-01-26,Startup
USR-0838,2025-09-20,Startup
USR-0839,2025-07-14,Startup
USR-0840,2025-04-14,Enterprise
USR-0841,2025-05-28,Startup
USR-0842,2025-11-13,Enterprise
USR-0843,2025-09-05,Startup
USR-0844,2025-03-17,Growth
USR-0845,2025-01-23,Enterprise
USR-0846,2025-11-27,Startup
USR-0847,2025-05-23,Startup
USR-0848,2025-08-16,Startup
USR-0849,2025-04-07,Growth
USR-0850,2025-10-13,Startup
USR-0851,2025-12-24,Startup
USR-0852,2025-08-23,Startup
USR-0853,2025-04-06,Startup
USR-0854,2025-03-04,Startup
USR-0855,2025-05-17,Growth
USR-0856,2025-08-17,Growth
USR-0857,2025-03-17,Startup
USR-0858,2025-08-18,Startup
USR-0859,2025-11-09,Growth
USR-0860,2025-01-03,Startup
USR-0861,2025-11-09,Startup
USR-0862,2025-04-09,Growth
USR-0863,2025-04-03,Enterprise
USR-0864,2025-01-07,Startup
USR-0865,2025-09-20,Startup
USR-0866,2025-03-19,Startup
USR-0867,2025-07-27,Startup
USR-0868,2025-04-27,Startup
USR-0869,2025-11-05,Startup
USR-0870,2025-11-19,Startup
USR-0871,2025-09-16,Growth
USR-0872,2025-05-19,Startup
USR-0873,2025-11-09,Growth
USR-0874,2025-10-22,Enterprise
USR-0875,2025-05-23,Startup
USR-0876,2025-11-10,Startup
USR-0877,2025-09-04,Growth
USR-0878,2025-05-27,Growth
USR-0879,2025-08-06,Growth
USR-0880,2025-03-09,Growth
USR-0881,2025-04-07,Startup
USR-0882,2025-08-16,Startup
USR-0883,2025-11-29,Growth
USR-0884,2025-02-19,Startup
USR-0885,2025-03-29,Growth
USR-0886,2025-01-06,Startup
USR-0887,2025-04-15,Startup
USR-0888,2025-05-24,Enterprise
USR-0889,2025-12-09,Enterprise
USR-0890,2025-06-11,Startup
USR-0891,2025-02-26,Startup
USR-0892,2025-04-16,Growth
USR-0893,2025-09-03,Startup
USR-0894,2025-04-16,Startup
USR-0895,2025-02-10,Enterprise
USR-0896,2025-07-23,Startup
USR-0897,2025-10-07,Startup
USR-0898,2025-04-23,Growth
USR-0899,2025-09-07,Growth
USR-0900,2025-08-02,Enterprise
USR-0901,2025-10-19,Growth
USR-0902,2025-06-17,Startup
USR-0903,2025-05-24,Startup
USR-0904,2025-12-13,Startup
USR-0905,2025-02-18,Startup
USR-0906,2025-11-15,Startup
USR-0907,2025-12-12,Growth
USR-0908,2025-12-02,Startup
USR-0909,2025-03-15,Enterprise
USR-0910,2025-01-31,Enterprise
USR-0911,2025-01-16,Startup
USR-0912,2025-07-16,Growth
USR-0913,2025-04-07,Startup
USR-0914,2025-12-10,Startup
USR-0915,2025-03-20,Growth
USR-0916,2025-09-06,Growth
USR-0917,2025-06-12,Startup
USR-0918,2025-04-15,Enterprise
USR-0919,2025-03-24,Growth
USR-0920,2025-08-30,Startup
USR-0921,2025-09-08,Startup
USR-0922,2025-06-06,Growth
USR-0923,2025-09-16,Growth
USR-0924,2025-11-13,Startup
USR-0925,2025-07-03,Startup
USR-0926,2025-11-21,Growth
USR-0927,2025-06-12,Startup
USR-0928,2025-06-27,Startup
USR-0929,2025-03-17,Startup
USR-0930,2025-10-17,Enterprise
USR-0931,2025-10-01,Enterprise
USR-0932,2025-11-05,Startup
USR-0933,2025-04-23,Growth
USR-0934,2025-07-25,Startup
USR-0935,2025-04-01,Enterprise
USR-0936,2025-06-19,Growth
USR-0937,2025-07-24,Startup
USR-0938,2025-06-15,Startup
USR-0939,2025-06-02,Enterprise
USR-0940,2025-07-16,Growth
USR-0941,2025-04-04,Startup
USR-0942,2025-11-10,Growth
USR-0943,2025-10-01,Startup
USR-0944,2025-08-11,Growth
USR-0945,2025-08-17,Startup
USR-0946,2025-02-06,Growth
USR-0947,2025-08-06,Enterprise
USR-0948,2025-04-23,Startup
USR-0949,2025-03-11,Growth
USR-0950,2025-08-17,Enterprise
USR-0951,2025-09-09,Startup
USR-0952,2025-04-20,Startup
USR-0953,2025-10-19,Startup
USR-0954,2025-12-03,Startup
USR-0955,2025-10-03,Startup
USR-0956,2025-12-22,Startup
USR-0957,2025-09-03,Startup
USR-0958,2025-08-19,Startup
USR-0959,2025-10-17,Growth
USR-0960,2025-07-19,Startup
USR-0961,2025-07-22,Startup
USR-0962,2025-02-06,Startup
USR-0963,2025-05-01,Startup
USR-0964,2025-06-17,Startup
USR-0965,2025-12-22,Startup
USR-0966,2025-08-11,Growth
USR-0967,2025-10-19,Startup
USR-0968,2025-02-17,Enterprise
USR-0969,2025-08-24,Growth
USR-0970,2025-10-15,Startup
USR-0971,2025-09-23,Growth
USR-0972,2025-11-11,Growth
USR-0973,2025-11-09,Startup
USR-0974,2025-11-20,Enterprise
USR-0975,2025-09-12,Startup
USR-0976,2025-09-02,Enterprise
USR-0977,2025-11-09,Startup
USR-0978,2025-10-01,Growth
USR-0979,2025-01-26,Growth
USR-0980,2025-02-11,Startup
USR-0981,2025-03-08,Enterprise
USR-0982,2025-05-01,Startup
USR-0983,2025-12-07,Growth
USR-0984,2025-10-02,Startup
USR-0985,2025-12-14,Startup
USR-0986,2025-05-23,Startup
USR-0987,2025-07-20,Startup
USR-0988,2025-04-23,Startup
USR-0989,2025-04-02,Startup
USR-0990,2025-03-18,Startup
USR-0991,2025-03-16,Startup
USR-0992,2025-07-01,Growth
USR-0993,2025-12-08,Startup
USR-0994,2025-10-14,Startup
USR-0995,2025-07-16,Startup
USR-0996,2025-04-22,Startup
USR-0997,2025-08-13,Startup
USR-0998,2025-09-10,Startup
USR-0999,2025-07-06,Startup
USR-1000,2025-01-10,Startup
