transaction_id,user_id,transaction_date,amount
TX-10665,USR-0208,2025-10-30,99
TX-10666,USR-0208,2025-11-29,99
TX-10667,USR-0209,2025-05-03,299
TX-10668,USR-0209,2025-06-02,299
TX-10669,USR-0209,2025-07-03,299
TX-10670,USR-0210,2025-04-24,299
TX-10671,USR-0210,2025-05-24,299
TX-10672,USR-0211,2025-11-07,299
TX-10673,USR-0211,2025-12-07,299
TX-10674,USR-0212,2025-03-10,99
TX-10675,USR-0213,2025-01-15,299
TX-10676,USR-0213,2025-02-14,299
TX-10677,USR-0213,2025-03-17,299
TX-10678,USR-0213,2025-04-16,299
TX-10679,USR-0213,2025-05-17,299
TX-10680,USR-0213,2025-06-16,299
TX-10681,USR-0214,2025-07-05,999
TX-10682,USR-0214,2025-08-04,999
TX-10683,USR-0214,2025-09-04,999
TX-10684,USR-0215,2025-02-12,99
TX-10685,USR-0215,2025-03-14,99
TX-10686,USR-0216,2025-06-01,99
TX-10687,USR-0217,2025-10-21,299
TX-10688,USR-0217,2025-11-20,299
TX-10689,USR-0218,2025-11-05,99
TX-10690,USR-0218,2025-12-05,99
TX-10691,USR-0219,2025-11-30,299
TX-10692,USR-0220,2025-10-04,299
TX-10693,USR-0221,2025-07-22,99
TX-10694,USR-0222,2025-04-07,99
TX-10695,USR-0223,2025-11-08,99
TX-10696,USR-0223,2025-12-08,99
TX-10697,USR-0224,2025-09-14,99
TX-10698,USR-0224,2025-10-14,99
TX-10699,USR-0224,2025-11-14,99
TX-10700,USR-0224,2025-12-14,99
TX-10701,USR-0225,2025-11-12,99
TX-10702,USR-0225,2025-12-12,99
TX-10703,USR-0226,2025-07-31,99
TX-10704,USR-0226,2025-08-30,99
TX-10705,USR-0227,2025-02-03,99
TX-10706,USR-0227,2025-03-05,99
TX-10707,USR-0228,2025-03-13,99
TX-10708,USR-0228,2025-04-12,99
TX-10709,USR-0228,2025-05-13,99
TX-10710,USR-0228,2025-06-12,99
TX-10711,USR-0228,2025-07-13,99
TX-10712,USR-0229,2025-12-08,299
TX-10713,USR-0230,2025-03-13,99
TX-10714,USR-0230,2025-04-12,99
TX-10715,USR-0230,2025-05-13,99
TX-10716,USR-0230,2025-06-12,99
TX-10717,USR-0231,2025-09-23,99
TX-10718,USR-0231,2025-10-23,99
TX-10719,USR-0232,2025-02-08,99
TX-10720,USR-0232,2025-03-10,99
TX-10721,USR-0232,2025-04-10,99
TX-10722,USR-0232,2025-05-10,99
TX-10723,USR-0232,2025-06-10,99
TX-10724,USR-0233,2025-09-24,299
TX-10725,USR-0234,2025-01-21,999
TX-10726,USR-0234,2025-02-20,999
TX-10727,USR-0235,2025-10-02,999
TX-10728,USR-0235,2025-11-01,999
TX-10729,USR-0235,2025-12-02,999
TX-10730,USR-0236,2025-04-03,99
TX-10731,USR-0236,2025-05-03,99
TX-10732,USR-0236,2025-06-03,99
TX-10733,USR-0237,2025-07-07,99
TX-10734,USR-0237,2025-08-06,99
TX-10735,USR-0237,2025-09-06,99
TX-10736,USR-0237,2025-10-06,99
TX-10737,USR-0237,2025-11-06,99
TX-10738,USR-0237,2025-12-06,99
TX-10739,USR-0238,2025-01-12,99
TX-10740,USR-0239,2025-09-11,99
TX-10741,USR-0239,2025-10-11,99
TX-10742,USR-0239,2025-11-11,99
TX-10743,USR-0239,2025-12-11,99
TX-10744,USR-0240,2025-04-09,99
TX-10745,USR-0240,2025-05-09,99
TX-10746,USR-0240,2025-06-09,99
TX-10747,USR-0240,2025-07-09,99
TX-10748,USR-0240,2025-08-09,99
TX-10749,USR-0241,2025-05-13,99
TX-10750,USR-0241,2025-06-12,99
TX-10751,USR-0241,2025-07-13,99
TX-10752,USR-0241,2025-08-12,99
TX-10753,USR-0242,2025-10-08,299
TX-10754,USR-0242,2025-11-07,299
TX-10755,USR-0242,2025-12-08,299
TX-10756,USR-0243,2025-01-22,299
TX-10757,USR-0243,2025-02-21,299
TX-10758,USR-0243,2025-03-24,299
TX-10759,USR-0243,2025-04-23,299
TX-10760,USR-0243,2025-05-24,299
TX-10761,USR-0243,2025-06-23,299
TX-10762,USR-0243,2025-07-24,299
TX-10763,USR-0243,2025-08-23,299
TX-10764,USR-0244,2025-11-27,99
TX-10765,USR-0245,2025-02-12,99
TX-10766,USR-0246,2025-06-06,99
TX-10767,USR-0246,2025-07-06,99
TX-10768,USR-0246,2025-08-06,99
TX-10769,USR-0247,2025-04-23,299
TX-10770,USR-0248,2025-03-28,99
TX-10771,USR-0249,2025-01-09,299
TX-10772,USR-0249,2025-02-08,299
TX-10773,USR-0249,2025-03-11,299
TX-10774,USR-0250,2025-05-27,99
TX-10775,USR-0250,2025-06-26,99
TX-10776,USR-0250,2025-07-27,99
TX-10777,USR-0250,2025-08-26,99
TX-10778,USR-0251,2025-07-08,99
TX-10779,USR-0251,2025-08-07,99
TX-10780,USR-0251,2025-09-07,99
TX-10781,USR-0251,2025-10-07,99
TX-10782,USR-0251,2025-11-07,99
TX-10783,USR-0251,2025-12-07,99
TX-10784,USR-0252,2025-09-16,999
TX-10785,USR-0252,2025-10-16,999
TX-10786,USR-0252,2025-11-16,999
TX-10787,USR-0252,2025-12-16,999
TX-10788,USR-0253,2025-09-16,99
TX-10789,USR-0253,2025-10-16,99
TX-10790,USR-0253,2025-11-16,99
TX-10791,USR-0253,2025-12-16,99
TX-10792,USR-0254,2025-08-25,299
TX-10793,USR-0254,2025-09-24,299
TX-10794,USR-0254,2025-10-25,299
TX-10795,USR-0254,2025-11-24,299
TX-10796,USR-0254,2025-12-25,299
TX-10797,USR-0255,2025-04-12,99
TX-10798,USR-0256,2025-06-23,99
TX-10799,USR-0256,2025-07-23,99
TX-10800,USR-0256,2025-08-23,99
TX-10801,USR-0257,2025-01-17,99
TX-10802,USR-0257,2025-02-16,99
TX-10803,USR-0257,2025-03-19,99
TX-10804,USR-0257,2025-04-18,99
TX-10805,USR-0257,2025-05-19,99
TX-10806,USR-0257,2025-06-18,99
TX-10807,USR-0258,2025-09-16,99
TX-10808,USR-0259,2025-04-13,99
TX-10809,USR-0260,2025-04-26,299
TX-10810,USR-0261,2025-03-13,99
TX-10811,USR-0261,2025-04-12,99
TX-10812,USR-0261,2025-05-13,99
TX-10813,USR-0261,2025-06-12,99
TX-10814,USR-0261,2025-07-13,99
TX-10815,USR-0261,2025-08-12,99
TX-10816,USR-0261,2025-09-12,99
TX-10817,USR-0262,2025-08-18,99
TX-10818,USR-0262,2025-09-17,99
TX-10819,USR-0262,2025-10-18,99
TX-10820,USR-0263,2025-04-05,99
TX-10821,USR-0263,2025-05-05,99
TX-10822,USR-0263,2025-06-05,99
TX-10823,USR-0263,2025-07-05,99
TX-10824,USR-0263,2025-08-05,99
TX-10825,USR-0263,2025-09-04,99
TX-10826,USR-0264,2025-07-15,99
TX-10827,USR-0264,2025-08-14,99
TX-10828,USR-0265,2025-07-19,99
TX-10829,USR-0266,2025-04-22,99
TX-10830,USR-0266,2025-05-22,99
TX-10831,USR-0266,2025-06-22,99
TX-10832,USR-0266,2025-07-22,99
TX-10833,USR-0266,2025-08-22,99
TX-10834,USR-0267,2025-11-24,299
TX-10835,USR-0267,2025-12-24,299
TX-10836,USR-0268,2025-08-18,99
TX-10837,USR-0268,2025-09-17,99
TX-10838,USR-0268,2025-10-18,99
TX-10839,USR-0269,2025-01-23,99
TX-10840,USR-0269,2025-02-22,99
TX-10841,USR-0269,2025-03-25,99
TX-10842,USR-0269,2025-04-24,99
TX-10843,USR-0269,2025-05-25,99
TX-10844,USR-0270,2025-06-17,999
TX-10845,USR-0270,2025-07-17,999
TX-10846,USR-0271,2025-09-22,99
TX-10847,USR-0271,2025-10-22,99
TX-10848,USR-0271,2025-11-22,99
TX-10849,USR-0271,2025-12-22,99
TX-10850,USR-0272,2025-08-21,99
TX-10851,USR-0272,2025-09-20,99
TX-10852,USR-0272,2025-10-21,99
TX-10853,USR-0272,2025-11-20,99
TX-10854,USR-0272,2025-12-21,99
TX-10855,USR-0273,2025-11-27,299
TX-10856,USR-0274,2025-03-07,299
TX-10857,USR-0274,2025-04-06,299
TX-10858,USR-0274,2025-05-07,299
TX-10859,USR-0275,2025-12-06,99
TX-10860,USR-0276,2025-04-26,299
TX-10861,USR-0276,2025-05-26,299
TX-10862,USR-0276,2025-06-26,299
TX-10863,USR-0277,2025-08-29,299
TX-10864,USR-0278,2025-11-12,299
TX-10865,USR-0278,2025-12-12,299
TX-10866,USR-0279,2025-09-15,299
TX-10867,USR-0279,2025-10-15,299
TX-10868,USR-0280,2025-12-09,299
TX-10869,USR-0281,2025-08-07,99
TX-10870,USR-0281,2025-09-06,99
TX-10871,USR-0282,2025-12-15,299
TX-10872,USR-0283,2025-10-06,99
TX-10873,USR-0284,2025-06-21,299
TX-10874,USR-0284,2025-07-21,299
TX-10875,USR-0284,2025-08-21,299
TX-10876,USR-0284,2025-09-20,299
TX-10877,USR-0284,2025-10-21,299
TX-10878,USR-0284,2025-11-20,299
TX-10879,USR-0284,2025-12-21,299
TX-10880,USR-0285,2025-08-15,99
TX-10881,USR-0285,2025-09-14,99
TX-10882,USR-0285,2025-10-15,99
TX-10883,USR-0285,2025-11-14,99
TX-10884,USR-0285,2025-12-15,99
TX-10885,USR-0286,2025-10-06,99
TX-10886,USR-0287,2025-08-04,999
TX-10887,USR-0287,2025-09-03,999
TX-10888,USR-0287,2025-10-04,999
TX-10889,USR-0287,2025-11-03,999
TX-10890,USR-0287,2025-12-04,999
TX-10891,USR-0288,2025-04-04,299
TX-10892,USR-0288,2025-05-04,299
TX-10893,USR-0288,2025-06-04,299
TX-10894,USR-0288,2025-07-04,299
TX-10895,USR-0289,2025-01-23,99
TX-10896,USR-0290,2025-02-14,99
TX-10897,USR-0291,2025-02-20,99
TX-10898,USR-0291,2025-03-22,99
TX-10899,USR-0291,2025-04-22,99
TX-10900,USR-0291,2025-05-22,99
TX-10901,USR-0291,2025-06-22,99
TX-10902,USR-0292,2025-12-24,99
TX-10903,USR-0293,2025-05-04,299
TX-10904,USR-0293,2025-06-03,299
TX-10905,USR-0294,2025-11-07,99
TX-10906,USR-0295,2025-10-04,99
TX-10907,USR-0295,2025-11-03,99
TX-10908,USR-0295,2025-12-04,99
TX-10909,USR-0296,2025-12-16,99
TX-10910,USR-0297,2025-10-28,99
TX-10911,USR-0297,2025-11-27,99
TX-10912,USR-0298,2025-02-12,299
TX-10913,USR-0298,2025-03-14,299
TX-10914,USR-0299,2025-04-09,299
TX-10915,USR-0299,2025-05-09,299
TX-10916,USR-0299,2025-06-09,299
TX-10917,USR-0300,2025-10-14,99
TX-10918,USR-0300,2025-11-13,99
TX-10919,USR-0300,2025-12-14,99
TX-10920,USR-0301,2025-11-24,299
TX-10921,USR-0301,2025-12-24,299
TX-10922,USR-0302,2025-10-07,99
TX-10923,USR-0302,2025-11-06,99
TX-10924,USR-0302,2025-12-07,99
TX-10925,USR-0303,2025-09-29,99
TX-10926,USR-0303,2025-10-29,99
TX-10927,USR-0303,2025-11-29,99
TX-10928,USR-0304,2025-05-03,299
TX-10929,USR-0304,2025-06-02,299
TX-10930,USR-0304,2025-07-03,299
TX-10931,USR-0304,2025-08-02,299
TX-10932,USR-0304,2025-09-02,299
TX-10933,USR-0304,2025-10-02,299
TX-10934,USR-0305,2025-03-22,299
TX-10935,USR-0305,2025-04-21,299
TX-10936,USR-0305,2025-05-22,299
TX-10937,USR-0305,2025-06-21,299
TX-10938,USR-0305,2025-07-22,299
TX-10939,USR-0305,2025-08-21,299
TX-10940,USR-0306,2025-09-03,99
TX-10941,USR-0306,2025-10-03,99
TX-10942,USR-0306,2025-11-03,99
TX-10943,USR-0306,2025-12-03,99
TX-10944,USR-0307,2025-10-30,99
TX-10945,USR-0307,2025-11-29,99
TX-10946,USR-0308,2025-06-06,99
TX-10947,USR-0308,2025-07-06,99
TX-10948,USR-0308,2025-08-06,99
TX-10949,USR-0309,2025-04-21,99
TX-10950,USR-0309,2025-05-21,99
TX-10951,USR-0309,2025-06-21,99
TX-10952,USR-0309,2025-07-21,99
TX-10953,USR-0309,2025-08-21,99
TX-10954,USR-0309,2025-09-20,99
TX-10955,USR-0309,2025-10-21,99
TX-10956,USR-0309,2025-11-20,99
TX-10957,USR-0309,2025-12-21,99
TX-10958,USR-0310,2025-12-19,99
TX-10959,USR-0311,2025-02-11,99
TX-10960,USR-0312,2025-09-12,99
TX-10961,USR-0312,2025-10-12,99
TX-10962,USR-0312,2025-11-12,99
TX-10963,USR-0312,2025-12-12,99
TX-10964,USR-0313,2025-10-14,99
TX-10965,USR-0314,2025-07-12,99
TX-10966,USR-0315,2025-01-20,999
TX-10967,USR-0315,2025-02-19,999
TX-10968,USR-0315,2025-03-22,999
TX-10969,USR-0315,2025-04-21,999
TX-10970,USR-0315,2025-05-22,999
TX-10971,USR-0315,2025-06-21,999
TX-10972,USR-0316,2025-03-17,99
TX-10973,USR-0316,2025-04-16,99
TX-10974,USR-0316,2025-05-17,99
TX-10975,USR-0316,2025-06-16,99
TX-10976,USR-0316,2025-07-17,99
TX-10977,USR-0316,2025-08-16,99
TX-10978,USR-0316,2025-09-16,99
TX-10979,USR-0316,2025-10-16,99
TX-10980,USR-0316,2025-11-16,99
TX-10981,USR-0316,2025-12-16,99
TX-10982,USR-0317,2025-11-19,999
TX-10983,USR-0317,2025-12-19,999
TX-10984,USR-0318,2025-03-23,99
TX-10985,USR-0319,2025-11-06,99
TX-10986,USR-0319,2025-12-06,99
TX-10987,USR-0320,2025-08-11,99
TX-10988,USR-0321,2025-11-02,99
TX-10989,USR-0321,2025-12-02,99
TX-10990,USR-0322,2025-11-11,99
TX-10991,USR-0322,2025-12-11,99
TX-10992,USR-0323,2025-09-15,999
TX-10993,USR-0323,2025-10-15,999
TX-10994,USR-0324,2025-08-20,99
TX-10995,USR-0324,2025-09-19,99
TX-10996,USR-0324,2025-10-20,99
TX-10997,USR-0325,2025-11-16,99
TX-10998,USR-0325,2025-12-16,99
TX-10999,USR-0326,2025-03-22,99
TX-11000,USR-0326,2025-04-21,99
TX-11001,USR-0326,2025-05-22,99
TX-11002,USR-0326,2025-06-21,99
TX-11003,USR-0326,2025-07-22,99
TX-11004,USR-0327,2025-03-29,99
TX-11005,USR-0327,2025-04-28,99
TX-11006,USR-0327,2025-05-29,99
TX-11007,USR-0327,2025-06-28,99
TX-11008,USR-0327,2025-07-29,99
TX-11009,USR-0327,2025-08-28,99
TX-11010,USR-0328,2025-09-16,99
TX-11011,USR-0328,2025-10-16,99
TX-11012,USR-0328,2025-11-16,99
TX-11013,USR-0328,2025-12-16,99
TX-11014,USR-0329,2025-07-17,99
TX-11015,USR-0329,2025-08-16,99
TX-11016,USR-0330,2025-04-03,99
TX-11017,USR-0330,2025-05-03,99
TX-11018,USR-0330,2025-06-03,99
TX-11019,USR-0330,2025-07-03,99
TX-11020,USR-0331,2025-09-01,999
TX-11021,USR-0331,2025-10-01,999
TX-11022,USR-0331,2025-11-01,999
TX-11023,USR-0331,2025-12-01,999
TX-11024,USR-0332,2025-09-25,299
TX-11025,USR-0332,2025-10-25,299
TX-11026,USR-0332,2025-11-25,299
TX-11027,USR-0332,2025-12-25,299
TX-11028,USR-0333,2025-08-31,99
TX-11029,USR-0333,2025-09-30,99
TX-11030,USR-0334,2025-10-19,999
TX-11031,USR-0334,2025-11-18,999
TX-11032,USR-0334,2025-12-19,999
TX-11033,USR-0335,2025-06-05,99
TX-11034,USR-0335,2025-07-05,99
TX-11035,USR-0335,2025-08-05,99
TX-11036,USR-0335,2025-09-04,99
TX-11037,USR-0335,2025-10-05,99
TX-11038,USR-0335,2025-11-04,99
TX-11039,USR-0335,2025-12-05,99
TX-11040,USR-0336,2025-12-14,99
TX-11041,USR-0337,2025-01-17,99
TX-11042,USR-0337,2025-02-16,99
TX-11043,USR-0337,2025-03-19,99
TX-11044,USR-0338,2025-02-25,99
TX-11045,USR-0339,2025-04-18,99
TX-11046,USR-0339,2025-05-18,99
TX-11047,USR-0339,2025-06-18,99
TX-11048,USR-0339,2025-07-18,99
TX-11049,USR-0340,2025-11-05,99
TX-11050,USR-0340,2025-12-05,99
TX-11051,USR-0341,2025-11-28,99
TX-11052,USR-0342,2025-04-10,999
TX-11053,USR-0342,2025-05-10,999
TX-11054,USR-0342,2025-06-10,999
TX-11055,USR-0342,2025-07-10,999
TX-11056,USR-0342,2025-08-10,999
TX-11057,USR-0342,2025-09-09,999
TX-11058,USR-0342,2025-10-10,999
TX-11059,USR-0342,2025-11-09,999
TX-11060,USR-0343,2025-07-12,99
TX-11061,USR-0343,2025-08-11,99
TX-11062,USR-0343,2025-09-11,99
TX-11063,USR-0343,2025-10-11,99
TX-11064,USR-0343,2025-11-11,99
TX-11065,USR-0343,2025-12-11,99
TX-11066,USR-0344,2025-10-10,299
TX-11067,USR-0344,2025-11-09,299
TX-11068,USR-0344,2025-12-10,299
TX-11069,USR-0345,2025-07-07,99
TX-11070,USR-0345,2025-08-06,99
TX-11071,USR-0345,2025-09-06,99
TX-11072,USR-0346,2025-09-25,99
TX-11073,USR-0346,2025-10-25,99
TX-11074,USR-0346,2025-11-25,99
TX-11075,USR-0347,2025-02-09,99
TX-11076,USR-0347,2025-03-11,99
TX-11077,USR-0348,2025-05-08,299
TX-11078,USR-0348,2025-06-07,299
TX-11079,USR-0348,2025-07-08,299
TX-11080,USR-0348,2025-08-07,299
TX-11081,USR-0348,2025-09-07,299
TX-11082,USR-0349,2025-09-23,99
TX-11083,USR-0350,2025-05-04,99
TX-11084,USR-0351,2025-09-18,999
TX-11085,USR-0351,2025-10-18,999
TX-11086,USR-0351,2025-11-18,999
TX-11087,USR-0351,2025-12-18,999
TX-11088,USR-0352,2025-01-17,999
TX-11089,USR-0352,2025-02-16,999
TX-11090,USR-0352,2025-03-19,999
TX-11091,USR-0352,2025-04-18,999
TX-11092,USR-0352,2025-05-19,999
TX-11093,USR-0352,2025-06-18,999
TX-11094,USR-0353,2025-04-21,299
TX-11095,USR-0353,2025-05-21,299
TX-11096,USR-0353,2025-06-21,299
TX-11097,USR-0354,2025-09-20,299
TX-11098,USR-0354,2025-10-20,299
TX-11099,USR-0354,2025-11-20,299
TX-11100,USR-0354,2025-12-20,299
TX-11101,USR-0355,2025-04-08,299
TX-11102,USR-0355,2025-05-08,299
TX-11103,USR-0355,2025-06-08,299
TX-11104,USR-0355,2025-07-08,299
TX-11105,USR-0355,2025-08-08,299
TX-11106,USR-0356,2025-05-28,99
TX-11107,USR-0356,2025-06-27,99
TX-11108,USR-0356,2025-07-28,99
TX-11109,USR-0357,2025-11-11,99
TX-11110,USR-0358,2025-10-08,299
TX-11111,USR-0358,2025-11-07,299
TX-11112,USR-0358,2025-12-08,299
TX-11113,USR-0359,2025-02-22,299
TX-11114,USR-0359,2025-03-24,299
TX-11115,USR-0359,2025-04-24,299
TX-11116,USR-0359,2025-05-24,299
TX-11117,USR-0359,2025-06-24,299
TX-11118,USR-0359,2025-07-24,299
TX-11119,USR-0359,2025-08-24,299
TX-11120,USR-0359,2025-09-23,299
TX-11121,USR-0360,2025-12-04,99
TX-11122,USR-0361,2025-10-29,99
TX-11123,USR-0361,2025-11-28,99
TX-11124,USR-0362,2025-10-04,299
TX-11125,USR-0362,2025-11-03,299
TX-11126,USR-0362,2025-12-04,299
TX-11127,USR-0363,2025-08-02,99
TX-11128,USR-0363,2025-09-01,99
TX-11129,USR-0363,2025-10-02,99
TX-11130,USR-0364,2025-04-02,299
TX-11131,USR-0364,2025-05-02,299
TX-11132,USR-0364,2025-06-02,299
TX-11133,USR-0365,2025-07-18,999
TX-11134,USR-0365,2025-08-17,999
TX-11135,USR-0365,2025-09-17,999
TX-11136,USR-0365,2025-10-17,999
TX-11137,USR-0366,2025-08-03,299
TX-11138,USR-0366,2025-09-02,299
TX-11139,USR-0366,2025-10-03,299
TX-11140,USR-0366,2025-11-02,299
TX-11141,USR-0366,2025-12-03,299
TX-11142,USR-0367,2025-03-14,99
TX-11143,USR-0367,2025-04-13,99
TX-11144,USR-0367,2025-05-14,99
TX-11145,USR-0367,2025-06-13,99
TX-11146,USR-0367,2025-07-14,99
TX-11147,USR-0367,2025-08-13,99
TX-11148,USR-0367,2025-09-13,99
TX-11149,USR-0367,2025-10-13,99
TX-11150,USR-0368,2025-09-15,299
TX-11151,USR-0368,2025-10-15,299
TX-11152,USR-0368,2025-11-15,299
TX-11153,USR-0368,2025-12-15,299
TX-11154,USR-0369,2025-03-25,99
TX-11155,USR-0369,2025-04-24,99
TX-11156,USR-0369,2025-05-25,99
TX-11157,USR-0370,2025-08-14,99
TX-11158,USR-0370,2025-09-13,99
TX-11159,USR-0370,2025-10-14,99
TX-11160,USR-0370,2025-11-13,99
TX-11161,USR-0370,2025-12-14,99
TX-11162,USR-0371,2025-02-27,299
TX-11163,USR-0372,2025-12-09,99
TX-11164,USR-0373,2025-09-17,299
TX-11165,USR-0373,2025-10-17,299
TX-11166,USR-0373,2025-11-17,299
TX-11167,USR-0374,2025-06-08,999
TX-11168,USR-0374,2025-07-08,999
TX-11169,USR-0374,2025-08-08,999
TX-11170,USR-0375,2025-03-12,99
TX-11171,USR-0376,2025-05-17,999
TX-11172,USR-0376,2025-06-16,999
TX-11173,USR-0376,2025-07-17,999
TX-11174,USR-0376,2025-08-16,999
TX-11175,USR-0376,2025-09-16,999
TX-11176,USR-0376,2025-10-16,999
TX-11177,USR-0376,2025-11-16,999
TX-11178,USR-0376,2025-12-16,999
TX-11179,USR-0377,2025-07-04,299
TX-11180,USR-0377,2025-08-03,299
TX-11181,USR-0377,2025-09-03,299
TX-11182,USR-0378,2025-12-20,299
TX-11183,USR-0379,2025-10-19,99
TX-11184,USR-0379,2025-11-18,99
TX-11185,USR-0379,2025-12-19,99
TX-11186,USR-0380,2025-12-21,999
TX-11187,USR-0381,2025-02-11,99
TX-11188,USR-0381,2025-03-13,99
TX-11189,USR-0381,2025-04-13,99
TX-11190,USR-0381,2025-05-13,99
TX-11191,USR-0382,2025-12-12,299
TX-11192,USR-0383,2025-07-12,99
TX-11193,USR-0383,2025-08-11,99
TX-11194,USR-0384,2025-01-18,999
TX-11195,USR-0384,2025-02-17,999
TX-11196,USR-0384,2025-03-20,999
TX-11197,USR-0384,2025-04-19,999
TX-11198,USR-0384,2025-05-20,999
TX-11199,USR-0385,2025-01-24,99
TX-11200,USR-0385,2025-02-23,99
TX-11201,USR-0386,2025-06-25,99
TX-11202,USR-0386,2025-07-25,99
TX-11203,USR-0386,2025-08-25,99
TX-11204,USR-0387,2025-04-03,299
TX-11205,USR-0387,2025-05-03,299
TX-11206,USR-0387,2025-06-03,299
TX-11207,USR-0387,2025-07-03,299
TX-11208,USR-0388,2025-12-05,99
TX-11209,USR-0389,2025-10-07,99
TX-11210,USR-0389,2025-11-06,99
TX-11211,USR-0389,2025-12-07,99
TX-11212,USR-0390,2025-11-28,99
TX-11213,USR-0391,2025-08-05,299
TX-11214,USR-0391,2025-09-04,299
TX-11215,USR-0391,2025-10-05,299
TX-11216,USR-0391,2025-11-04,299
TX-11217,USR-0391,2025-12-05,299
TX-11218,USR-0392,2025-03-03,299
TX-11219,USR-0392,2025-04-02,299
TX-11220,USR-0392,2025-05-03,299
TX-11221,USR-0393,2025-07-06,99
TX-11222,USR-0393,2025-08-05,99
TX-11223,USR-0393,2025-09-05,99
TX-11224,USR-0394,2025-07-18,299
TX-11225,USR-0394,2025-08-17,299
TX-11226,USR-0394,2025-09-17,299
TX-11227,USR-0394,2025-10-17,299
TX-11228,USR-0394,2025-11-17,299
TX-11229,USR-0395,2025-08-22,99
TX-11230,USR-0395,2025-09-21,99
TX-11231,USR-0395,2025-10-22,99
TX-11232,USR-0395,2025-11-21,99
TX-11233,USR-0396,2025-08-26,299
TX-11234,USR-0396,2025-09-25,299
TX-11235,USR-0396,2025-10-26,299
TX-11236,USR-0396,2025-11-25,299
TX-11237,USR-0397,2025-08-18,299
TX-11238,USR-0397,2025-09-17,299
TX-11239,USR-0397,2025-10-18,299
TX-11240,USR-0397,2025-11-17,299
TX-11241,USR-0397,2025-12-18,299
TX-11242,USR-0398,2025-07-10,99
TX-11243,USR-0398,2025-08-09,99
TX-11244,USR-0398,2025-09-09,99
TX-11245,USR-0399,2025-08-19,99
TX-11246,USR-0399,2025-09-18,99
TX-11247,USR-0399,2025-10-19,99
TX-11248,USR-0400,2025-08-26,299
TX-11249,USR-0400,2025-09-25,299
TX-11250,USR-0400,2025-10-26,299
TX-11251,USR-0401,2025-12-14,99
TX-11252,USR-0402,2025-07-27,99
TX-11253,USR-0402,2025-08-26,99
TX-11254,USR-0403,2025-09-08,99
TX-11255,USR-0403,2025-10-08,99
TX-11256,USR-0404,2025-11-05,299
TX-11257,USR-0404,2025-12-05,299
TX-11258,USR-0405,2025-12-09,999
TX-11259,USR-0406,2025-09-10,99
TX-11260,USR-0407,2025-12-23,99
TX-11261,USR-0408,2025-01-25,99
TX-11262,USR-0408,2025-02-24,99
TX-11263,USR-0409,2025-04-05,999
TX-11264,USR-0409,2025-05-05,999
TX-11265,USR-0409,2025-06-05,999
TX-11266,USR-0410,2025-02-27,99
TX-11267,USR-0410,2025-03-29,99
TX-11268,USR-0411,2025-07-20,99
TX-11269,USR-0412,2025-11-22,99
TX-11270,USR-0412,2025-12-22,99
TX-11271,USR-0413,2025-01-31,99
TX-11272,USR-0413,2025-03-02,99
TX-11273,USR-0413,2025-04-02,99
TX-11274,USR-0413,2025-05-02,99
TX-11275,USR-0414,2025-09-13,99
TX-11276,USR-0414,2025-10-13,99
TX-11277,USR-0415,2025-11-23,299
TX-11278,USR-0415,2025-12-23,299
TX-11279,USR-0416,2025-08-30,99
TX-11280,USR-0416,2025-09-29,99
TX-11281,USR-0416,2025-10-30,99
TX-11282,USR-0416,2025-11-29,99
TX-11283,USR-0417,2025-08-29,299
TX-11284,USR-0417,2025-09-28,299
TX-11285,USR-0417,2025-10-29,299
TX-11286,USR-0417,2025-11-28,299
TX-11287,USR-0418,2025-08-04,99
TX-11288,USR-0418,2025-09-03,99
TX-11289,USR-0419,2025-06-19,999
TX-11290,USR-0419,2025-07-19,999
TX-11291,USR-0419,2025-08-19,999
TX-11292,USR-0419,2025-09-18,999
TX-11293,USR-0419,2025-10-19,999
TX-11294,USR-0419,2025-11-18,999
TX-11295,USR-0420,2025-09-20,99
TX-11296,USR-0420,2025-10-20,99
TX-11297,USR-0420,2025-11-20,99
TX-11298,USR-0420,2025-12-20,99
TX-11299,USR-0421,2025-06-02,99
TX-11300,USR-0422,2025-07-16,99
TX-11301,USR-0422,2025-08-15,99
TX-11302,USR-0423,2025-05-16,299
TX-11303,USR-0424,2025-11-15,299
TX-11304,USR-0424,2025-12-15,299
TX-11305,USR-0425,2025-12-05,99
TX-11306,USR-0426,2025-11-24,299
TX-11307,USR-0426,2025-12-24,299
TX-11308,USR-0427,2025-04-21,99
TX-11309,USR-0427,2025-05-21,99
TX-11310,USR-0427,2025-06-21,99
TX-11311,USR-0427,2025-07-21,99
TX-11312,USR-0427,2025-08-21,99
TX-11313,USR-0427,2025-09-20,99
TX-11314,USR-0427,2025-10-21,99
TX-11315,USR-0427,2025-11-20,99
TX-11316,USR-0427,2025-12-21,99
TX-11317,USR-0428,2025-10-01,99
TX-11318,USR-0429,2025-11-10,99
TX-11319,USR-0430,2025-09-13,99
TX-11320,USR-0430,2025-10-13,99
TX-11321,USR-0430,2025-11-13,99
TX-11322,USR-0430,2025-12-13,99
TX-11323,USR-0431,2025-12-14,99
TX-11324,USR-0432,2025-09-13,299
TX-11325,USR-0432,2025-10-13,299
TX-11326,USR-0432,2025-11-13,299
TX-11327,USR-0432,2025-12-13,299
TX-11328,USR-0433,2025-11-30,299
TX-11329,USR-0434,2025-01-31,99
